Model: ,Oscilloscope DSO-X 2004A
Serial Number:,MY52491735
Address: ,USBInstrument2
Date: ,2026-03-04 13:58:07

Analog Sample Count:,959,

Setup Text Information:,
ANALOG,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,MEASUREMENTS,,,,,,,,,,,,
Ch 1,,,,,,,,,,,,Frequency(1),,,Frequency(2),,,Pk-Pk(1),,,Pk-Pk(2),,,
Scale,100 mV/,,Sweep Mode,Auto,,Mode,MAIN,,Mode,HRES,,Cur,No signal,,Cur,No signal,,Cur,0.114,,Cur,No signal,,
Pos,0 V,,Coup,DC,,Ref,CENT,,Realtime,On,,,,,,,,,,,,,,
Coup,DC,,Noise Rej,Off,,Main Scale,1 ms/,,Vectors,On,,,,,,,,,,,,,,
BW,Off,,HF Rej,Off,,Main Delay,-2.52 ms,,Persistence,Off,,,,,,,,,,,,,,
Inv,Off,,Holdoff,40.0 ns,,,,,,,,,,,,,,,,,,,,
Imp,1M Ohm,,Mode,EDGE,,,,,,,,,,,,,,,,,,,,
Probe,1 : 1,,Source,Ch 2,,,,,,,,,,,,,,,,,,,,
Skew,0 s,,Slope,POS,,,,,,,,,,,,,,,,,,,,
,,,Level,869.75 mV,,,,,,,,,,,,,,,,,,,,

Analog Channels,,,,
Sample Number,Time (s),1 (VOLT),,
1,-0.007515625,0.0226130677037872,,
2,-0.007505208335,0.0170854289317504,,
3,-0.00749479167,0.0133165843144525,,
4,-0.007484375005,0.0110552775440738,,
5,-0.00747395834,0.00879397077369504,,
6,-0.007463541675,0.00829145815805532,,
7,-0.00745312501,0.00829145815805532,,
8,-0.007442708345,0.00929648338933475,,
9,-0.00743229168,0.0125628153909929,,
10,-0.007421875015,0.0155778910848312,,
11,-0.00741145835,0.0190954793943092,,
12,-0.007401041685,0.0221105550881475,,
13,-0.00739062502,0.023115580319427,,
14,-0.007380208355,0.0241206055507064,,
15,-0.00736979169,0.0243718618585262,,
16,-0.007359375025,0.0228643240116071,,
17,-0.00734895836,0.0208542735490482,,
18,-0.007338541695,0.0185929667786695,,
19,-0.00732812503,0.0158291473926511,,
20,-0.007317708365,0.0133165843144525,,
21,-0.0073072917,0.0118090464675333,,
22,-0.007296875035,0.0108040212362539,,
23,-0.00728645837,0.00954773969715461,,
24,-0.007276041705,0.00477386984857731,,
25,-0.00726562504,0.000251256307819858,,
26,-0.007255208375,-0.00125628153909929,,
27,-0.00724479171,0,,
28,-0.007234375045,0.00527638246421702,,
29,-0.00722395838,0.00929648338933475,,
30,-0.007213541715,0.0135678406222723,,
31,-0.00720312505,0.0190954793943092,,
32,-0.007192708385,0.0241206055507064,,
