Model: ,Oscilloscope DSO-X 2004A
Serial Number:,MY52491735
Address: ,USBInstrument2
Date: ,2026-03-04 13:30:57

Analog Sample Count:,960,

Setup Text Information:,
ANALOG,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,MEASUREMENTS,,,,,,,,,,,,
Ch 1,,,,,,,,,,,,Frequency(1),,,Frequency(2),,,Pk-Pk(1),,,Pk-Pk(2),,,
Scale,100 mV/,,Sweep Mode,Auto,,Mode,MAIN,,Mode,HRES,,Cur,10240,,Cur,No signal,,Cur,0.492,,Cur,No signal,,
Pos,0 V,,Coup,DC,,Ref,CENT,,Realtime,On,,,,,,,,,,,,,,
Coup,DC,,Noise Rej,Off,,Main Scale,410 µs/,,Vectors,On,,,,,,,,,,,,,,
BW,Off,,HF Rej,Off,,Main Delay,-1.935 ms,,Persistence,Off,,,,,,,,,,,,,,
Inv,Off,,Holdoff,40.0 ns,,,,,,,,,,,,,,,,,,,,
Imp,1M Ohm,,Mode,EDGE,,,,,,,,,,,,,,,,,,,,
Probe,1 : 1,,Source,Ch 2,,,,,,,,,,,,,,,,,,,,
Skew,0 s,,Slope,POS,,,,,,,,,,,,,,,,,,,,
,,,Level,1.0625 V,,,,,,,,,,,,,,,,,,,,

Analog Channels,,,,
Sample Number,Time (s),1 (VOLT),,
1,-0.0039846875,0.0128140716988128,,
2,-0.0039804166675,0.0133165843144525,,
3,-0.003976145835,0.0135678406222723,,
4,-0.0039718750025,0.0135678406222723,,
5,-0.00396760417,0.0133165843144525,,
6,-0.0039633333375,0.0128140716988128,,
7,-0.003959062505,0.0113065338518936,,
8,-0.0039547916725,0.010552764928434,,
9,-0.00395052084,0.0103015086206142,,
10,-0.0039462500075,0.00979899600497447,,
11,-0.003941979175,0.00854271446587518,,
12,-0.0039377083425,0.00829145815805532,,
13,-0.00393343751,0.00804020185023546,,
14,-0.0039291666775,0.00753768923459575,,
15,-0.003924895845,0.00753768923459575,,
16,-0.0039206250125,0.00753768923459575,,
17,-0.00391635418,0.00678392031113617,,
18,-0.0039120833475,0.00653266400331631,,
19,-0.003907812515,0.0060301513876766,,
20,-0.0039035416825,0.0060301513876766,,
21,-0.00389927085,0.00577889507985674,,
22,-0.0038950000175,0.0060301513876766,,
23,-0.003890729185,0.00527638246421702,,
24,-0.0038864583525,0.00552763877203688,,
25,-0.00388218752,0.00452261354075745,,
26,-0.0038779166875,0.00527638246421702,,
27,-0.003873645855,0.00477386984857731,,
28,-0.0038693750225,0.00402010092511773,,
29,-0.00386510419,0.00276381938601844,,
30,-0.0038608333575,0.00175879415473901,,
31,-0.003856562525,0.000502512615639716,,
32,-0.0038522916925,0.000502512615639716,,
33,-0.00384802086,0.000753768923459575,,
34,-0.0038437500275,0.00100502523127943,,
35,-0.003839479195,0.00175879415473901,,
36,-0.0038352083625,0.00251256307819858,,
37,-0.00383093753,0.0030150756938383,,
38,-0.0038266666975,0.00326633200165816,,
39,-0.003822395865,0.00427135723293759,,
40,-0.0038181250325,0.00552763877203688,,
41,-0.0038138542,0.00653266400331631,,
42,-0.0038095833675,0.00703517661895603,,
43,-0.003805312535,0.0077889455424156,,
44,-0.0038010417025,0.00829145815805532,,
45,-0.00379677087,0.00879397077369504,,
46,-0.0037925000375,0.00954773969715461,,
47,-0.003788229205,0.010552764928434,,
48,-0.0037839583725,0.0115577901597135,,
49,-0.00377968754,0.0113065338518936,,
50,-0.0037754167075,0.0110552775440738,,
51,-0.003771145875,0.0100502523127943,,
52,-0.0037668750425,0.00954773969715461,,
53,-0.00376260421,0.0090452270815149,,
54,-0.0037583333775,0.00728643292677589,,
55,-0.003754062545,0.00653266400331631,,
56,-0.0037497917125,0.00527638246421702,,
57,-0.00374552088,0.00452261354075745,,
58,-0.0037412500475,0.00452261354075745,,
59,-0.003736979215,0.00402010092511773,,
60,-0.0037327083825,0.00402010092511773,,
61,-0.00372843755,0.0030150756938383,,
62,-0.0037241667175,0.00477386984857731,,
63,-0.003719895885,0.00552763877203688,,
64,-0.0037156250525,0.00577889507985674,,
65,-0.00371135422,0.00628140769549645,,
66,-0.0037070833875,0.00628140769549645,,
67,-0.003702812555,0.0060301513876766,,
68,-0.0036985417225,0.00577889507985674,,
69,-0.00369427089,0.00427135723293759,,
70,-0.0036900000575,0.00427135723293759,,
71,-0.003685729225,0.00351758830947801,,
72,-0.0036814583925,0.0030150756938383,,
73,-0.00367718756,0.00226130677037872,,
74,-0.0036729167275,0.00100502523127943,,
75,-0.003668645895,-0.000251256307819858,,
76,-0.0036643750625,-0.00100502523127943,,
77,-0.00366010423,-0.00175879415473901,,
78,-0.0036558333975,-0.00175879415473901,,
79,-0.003651562565,-0.00276381938601844,,
80,-0.0036472917325,-0.00326633200165816,,
81,-0.0036430209,-0.00402010092511773,,
82,-0.0036387500675,-0.00351758830947801,,
83,-0.003634479235,-0.00276381938601844,,
84,-0.0036302084025,-0.00201005046255887,,
85,-0.00362593757,-0.00150753784691915,,
86,-0.0036216667375,-0.000251256307819858,,
87,-0.003617395905,0.000502512615639716,,
88,-0.0036131250725,0.00201005046255887,,
89,-0.00360885424,0.00251256307819858,,
90,-0.0036045834075,0.00276381938601844,,
91,-0.003600312575,0.00276381938601844,,
92,-0.0035960417425,0.0030150756938383,,
93,-0.00359177091,0.00276381938601844,,
94,-0.0035875000775,0.00276381938601844,,
95,-0.003583229245,0.00226130677037872,,
96,-0.0035789584125,0.0030150756938383,,
97,-0.00357468758,0.00326633200165816,,
98,-0.0035704167475,0.00226130677037872,,
99,-0.003566145915,0.00402010092511773,,
100,-0.0035618750825,0.00427135723293759,,
101,-0.00355760425,0.00427135723293759,,
102,-0.0035533334175,0.0060301513876766,,
103,-0.003549062585,0.00678392031113617,,
104,-0.0035447917525,0.00678392031113617,,
105,-0.00354052092,0.00703517661895603,,
106,-0.0035362500875,0.00804020185023546,,
107,-0.003531979255,0.0077889455424156,,
108,-0.0035277084225,0.00728643292677589,,
109,-0.00352343759,0.00804020185023546,,
110,-0.0035191667575,0.00829145815805532,,
111,-0.003514895925,0.00804020185023546,,
112,-0.0035106250925,0.00829145815805532,,
113,-0.00350635426,0.00753768923459575,,
114,-0.0035020834275,0.00628140769549645,,
115,-0.003497812595,0.00477386984857731,,
116,-0.0034935417625,0.00251256307819858,,
117,-0.00348927093,0.00226130677037872,,
118,-0.0034850000975,0.000753768923459575,,
119,-0.003480729265,0.000251256307819858,,
120,-0.0034764584325,-0.000502512615639716,,
121,-0.0034721876,0.000251256307819858,,
122,-0.0034679167675,0.000753768923459575,,
123,-0.003463645935,0.000251256307819858,,
124,-0.0034593751025,0.00175879415473901,,
125,-0.00345510427,0.00251256307819858,,
126,-0.0034508334375,0.00251256307819858,,
127,-0.003446562605,0.0030150756938383,,
128,-0.0034422917725,0.00376884461729787,,
129,-0.00343802094,0.00376884461729787,,
130,-0.0034337501075,0.00427135723293759,,
131,-0.003429479275,0.00427135723293759,,
132,-0.0034252084425,0.00477386984857731,,
133,-0.00342093761,0.00427135723293759,,
134,-0.0034166667775,0.00452261354075745,,
135,-0.003412395945,0.00326633200165816,,
136,-0.0034081251125,0.00351758830947801,,
137,-0.00340385428,0.00251256307819858,,
138,-0.0033995834475,0.00226130677037872,,
139,-0.003395312615,0.00276381938601844,,
140,-0.0033910417825,0.00326633200165816,,
141,-0.00338677095,0.00402010092511773,,
142,-0.0033825001175,0.00351758830947801,,
143,-0.003378229285,0.00402010092511773,,
144,-0.0033739584525,0.00427135723293759,,
145,-0.00336968762,0.00477386984857731,,
146,-0.0033654167875,0.00502512615639716,,
147,-0.003361145955,0.00527638246421702,,
148,-0.0033568751225,0.00502512615639716,,
149,-0.00335260429,0.00427135723293759,,
150,-0.0033483334575,0.00326633200165816,,
151,-0.003344062625,0.00276381938601844,,
152,-0.0033397917925,0.00251256307819858,,
153,-0.00333552096,0.00276381938601844,,
154,-0.0033312501275,0.000502512615639716,,
155,-0.003326979295,-0.000502512615639716,,
156,-0.0033227084625,-0.00100502523127943,,
157,-0.00331843763,-0.00201005046255887,,
158,-0.0033141667975,-0.0030150756938383,,
159,-0.003309895965,-0.00351758830947801,,
160,-0.0033056251325,-0.00402010092511773,,
161,-0.0033013543,-0.00402010092511773,,
162,-0.0032970834675,-0.00402010092511773,,
163,-0.003292812635,-0.00452261354075745,,
164,-0.0032885418025,-0.00427135723293759,,
165,-0.00328427097,-0.00402010092511773,,
166,-0.0032800001375,-0.00502512615639716,,
167,-0.003275729305,-0.00552763877203688,,
168,-0.0032714584725,-0.00628140769549645,,
169,-0.00326718764,-0.00804020185023546,,
170,-0.0032629168075,-0.00879397077369504,,
171,-0.003258645975,-0.010552764928434,,
172,-0.0032543751425,-0.0120603027753532,,
173,-0.00325010431,-0.0128140716988128,,
174,-0.0032458334775,-0.0148241221613716,,
175,-0.003241562645,-0.0160804037004709,,
176,-0.0032372918125,-0.0165829163161106,,
177,-0.00323302098,-0.0180904541630298,,
178,-0.0032287501475,-0.0188442230864894,,
179,-0.003224479315,-0.0193467357021291,,
180,-0.0032202084825,-0.0201005046255887,,
181,-0.00321593765,-0.0190954793943092,,
182,-0.0032116668175,-0.0188442230864894,,
183,-0.003207395985,-0.0178391978552099,,
184,-0.0032031251525,-0.0178391978552099,,
185,-0.00319885432,-0.0180904541630298,,
186,-0.0031945834875,-0.0183417104708496,,
187,-0.003190312655,-0.0185929667786695,,
188,-0.0031860418225,-0.0195979920099489,,
189,-0.00318177099,-0.0211055298568681,,
190,-0.0031775001575,-0.0211055298568681,,
191,-0.003173229325,-0.0223618113959674,,
192,-0.0031689584925,-0.023115580319427,,
193,-0.00316468766,-0.0236180929350667,,
194,-0.0031604168275,-0.0256281433976255,,
195,-0.003156145995,-0.0261306560132653,,
196,-0.0031518751625,-0.028391962783644,,
197,-0.00314760433,-0.0281407064758241,,
198,-0.0031433334975,-0.0306532695540227,,
199,-0.003139062665,-0.030150756938383,,
200,-0.0031347918325,-0.0314070384774823,,
201,-0.003130521,-0.031909551093122,,
202,-0.0031262501675,-0.0326633200165816,,
203,-0.003121979335,-0.0324120637087617,,
204,-0.0031177085025,-0.0326633200165816,,
205,-0.00311343767,-0.0326633200165816,,
206,-0.0031091668375,-0.0329145763244014,,
207,-0.003104896005,-0.0334170889400411,,
208,-0.0031006251725,-0.0356783957104199,,
209,-0.00309635434,-0.0376884461729787,,
210,-0.0030920835075,-0.040703521866817,,
211,-0.003087812675,-0.0439698538684752,,
212,-0.0030835418425,-0.0477386984857731,,
213,-0.00307927101,-0.0512562867952511,,
214,-0.0030750001775,-0.0550251314125489,,
215,-0.003070729345,-0.0590452323376667,,
216,-0.0030664585125,-0.0635678458784241,,
217,-0.00306218768,-0.0675879468035419,,
218,-0.0030579168475,-0.0718593040364794,,
219,-0.003053646015,-0.0748743797303177,,
220,-0.0030493751825,-0.0791457369632553,,
221,-0.00304510435,-0.0826633252727333,,
222,-0.0030408335175,-0.0861809135822114,,
223,-0.003036562685,-0.0891959892760497,,
224,-0.0030322918525,-0.0924623212777078,,
225,-0.00302802102,-0.0959799095871858,,
226,-0.0030237501875,-0.0989949852810241,,
227,-0.003019479355,-0.102763829898322,,
228,-0.0030152085225,-0.1062814182078,,
229,-0.00301093769,-0.110552775440738,,
230,-0.0030066668575,-0.115577901597135,,
231,-0.003002396025,-0.120351771445712,,
232,-0.0029981251925,-0.125628153909929,,
233,-0.00299385436,-0.130150767450687,,
234,-0.0029895835275,-0.135427149914904,,
235,-0.002985312695,-0.14095478868694,,
236,-0.0029810418625,-0.145979914843338,,
237,-0.00297677103,-0.151758809923194,,
238,-0.0029725001975,-0.155778910848312,,
239,-0.002968229365,-0.15954775546561,,
240,-0.0029639585325,-0.163567856390728,,
241,-0.0029596877,-0.167587957315845,,
242,-0.0029554168675,-0.171608058240963,,
243,-0.002951146035,-0.175376902858261,,
244,-0.0029468752025,-0.179899516399018,,
245,-0.00294260437,-0.185175898863235,,
246,-0.0029383335375,-0.189949768711813,,
247,-0.002934062705,-0.19472363856039,,
248,-0.0029297918725,-0.198492483177688,,
249,-0.00292552104,-0.203015096718445,,
250,-0.0029212502075,-0.207286453951383,,
251,-0.002916979375,-0.211055298568681,,
252,-0.0029127085425,-0.215075399493799,,
253,-0.00290843771,-0.218844244111096,,
254,-0.0029041668775,-0.223618113959674,,
255,-0.002899896045,-0.227638214884792,,
256,-0.0028956252125,-0.23015077796299,,
257,-0.00289135438,-0.233165853656828,,
258,-0.0028870835475,-0.235427160427207,,
259,-0.002882812715,-0.237437210889766,,
260,-0.0028785418825,-0.238693492428865,,
261,-0.00287427105,-0.240201030275784,,
262,-0.0028700002175,-0.240201030275784,,
263,-0.002865729385,-0.239698517660145,,
264,-0.0028614585525,-0.239196005044505,,
265,-0.00285718772,-0.237688467197586,,
266,-0.0028529168875,-0.236180929350667,,
267,-0.002848646055,-0.233668366272468,,
268,-0.0028443752225,-0.22989952165517,,
269,-0.00284010439,-0.226381933345692,,
270,-0.0028358335575,-0.221859319804935,,
271,-0.002831562725,-0.216834193648538,,
272,-0.0028272918925,-0.21231158010778,,
273,-0.00282302106,-0.206030172412284,,
274,-0.0028187502275,-0.198743739485508,,
275,-0.002814479395,-0.191708562866552,,
276,-0.0028102085625,-0.183165848400677,,
277,-0.00280593773,-0.174371877626982,,
278,-0.0028016668975,-0.163065343775088,,
279,-0.002797396065,-0.152261322538834,,
280,-0.0027931252325,-0.137939712993102,,
281,-0.0027888544,-0.125376897602109,,
282,-0.0027845835675,-0.111055288056377,,
283,-0.002780312735,-0.0962311658950057,,
284,-0.0027760419025,-0.0806532748101745,,
285,-0.00277177107,-0.0643216148018837,,
286,-0.0027675002375,-0.0472361858701333,,
287,-0.002763229405,-0.030150756938383,,
288,-0.0027589585725,-0.0130653280066326,,
289,-0.00275468774,0.00427135723293759,,
290,-0.0027504169075,0.0223618113959674,,
291,-0.002746146075,0.0414572907902766,,
292,-0.0027418752425,0.0597990012611263,,
293,-0.00273760441,0.0771356865006965,,
294,-0.0027333335775,0.0944723717402667,,
295,-0.002729062745,0.112562825903296,,
296,-0.0027247919125,0.129648254835047,,
297,-0.00272052108,0.145979914843338,,
298,-0.0027162502475,0.160804037004709,,
299,-0.002711979415,0.17638192808954,,
300,-0.0027077085825,0.190452281327453,,
301,-0.00270343775,0.203517609334085,,
302,-0.0026991669175,0.215326655801618,,
303,-0.002694896085,0.225125651806593,,
304,-0.0026906252525,0.233417109964648,,
305,-0.00268635442,0.240954799199244,,
306,-0.0026820835875,0.246231181663461,,
307,-0.002677812755,0.248995001049479,,
308,-0.0026735419225,0.251005051512038,,
309,-0.00266927109,0.251507564127678,,
310,-0.0026650002575,0.249497513665119,,
311,-0.002660729425,0.246482437971281,,
312,-0.0026564585925,0.241206055507064,,
313,-0.00265218776,0.233165853656828,,
314,-0.0026479169275,0.222864345036214,,
315,-0.002643646095,0.21206032379996,,
316,-0.0026393752625,0.197487457946409,,
317,-0.00263510443,0.180653285322478,,
318,-0.0026308335975,0.163316600082908,,
319,-0.002626562765,0.143718608072959,,
320,-0.0026222919325,0.122361821908271,,
321,-0.0026180211,0.100753779435763,,
322,-0.0026137502675,0.0776381991163362,,
323,-0.002609479435,0.0555276440281887,,
324,-0.0026052086025,0.0331658326322213,,
325,-0.00260093777,0.0113065338518936,,
326,-0.0025966669375,-0.0108040212362539,,
327,-0.002592396105,-0.0311557821696624,,
328,-0.0025881252725,-0.0525125683343504,,
329,-0.00258385444,-0.0718593040364794,,
330,-0.0025795836075,-0.0902010145073291,,
331,-0.002575312775,-0.109547750209458,,
332,-0.0025710419425,-0.126381922833389,,
333,-0.00256677111,-0.14246232653386,,
334,-0.0025625002775,-0.156783936079592,,
335,-0.002558229445,-0.168592982547125,,
336,-0.0025539586125,-0.178391978552099,,
337,-0.00254968778,-0.185427155171055,,
338,-0.0025454169475,-0.188944743480533,,
339,-0.002541146115,-0.189447256096173,,
340,-0.0025368752825,-0.185427155171055,,
341,-0.00253260445,-0.180150772706838,,
342,-0.0025283336175,-0.168592982547125,,
343,-0.002524062785,-0.156783936079592,,
344,-0.0025197919525,-0.14120604499476,,
345,-0.00251552112,-0.122361821908271,,
346,-0.0025112502875,-0.100753779435763,,
347,-0.002506979455,-0.0773869428085163,,
348,-0.0025027086225,-0.0525125683343504,,
349,-0.00249843779,-0.0273869375523645,,
350,-0.0024941669575,-0.000753768923459575,,
351,-0.002489896125,0.0256281433976255,,
352,-0.0024856252925,0.0510050304874312,,
353,-0.00248135446,0.076130661269417,,
354,-0.0024770836275,0.0989949852810241,,
355,-0.002472812795,0.120351771445712,,
356,-0.0024685419625,0.140201019763481,,
357,-0.00246427113,0.157286448695231,,
358,-0.0024600002975,0.171608058240963,,
359,-0.002455729465,0.181909566861577,,
360,-0.0024514586325,0.188693487172714,,
